name,address,locality,phone,dup check
Big Cheese Pizzeria,6755 Taylor Rd Unit B,"Blacklick, OH 43004",(614) 861-0000,1
Perkins Restaurant & Bakery,3870 Elm Rd NE,"Warren, OH 44483",(330) 372-6660,1
Doublesides,3015 Center Rd,"Brunswick, OH 44212",(330) 220-1317,1
Tim Horton's,5800 Alexis Rd,"Sylvania, OH 43560",(419) 517-0515,1
McDonald's,3221 Oberlin Ave,"Lorain, OH 44053",(440) 960-5353,1
Liberty Gathering Place,111 N Detroit St,"West Liberty, OH 43357",(937) 465-3081,1
Burger King,856 Hebron Rd,"Heath, OH 43056",(740) 522-2290,1
Donatos Pizza,363 S State St,"Westerville, OH 43081",(614) 882-5211,1
Dilly's Drive-in,1921 Triplett Blvd,"Akron, OH 44312",(330) 798-0170,1
Texas Roadhouse,7341 Northcliff Ave,"Brooklyn, OH 44144",(216) 739-0760,1
Fig Tree Bulk Foods,15970 E High St,"Middlefield, OH 44062",(440) 632-0102,1
Kenmore Eastern Sports Bar,973 Kenmore Blvd,"Akron, OH 44314",(330) 745-3930,1
Redneck Willy's Inc,13217 Main St,"Weston, OH 43569",(419) 669-2105,1
Safari Coffee House Inc,3414 Cleveland Ave,"Columbus, OH 43224",(614) 262-2811,1
Joy Lucky,3467 Broadway,"Grove City, OH 43123",(614) 277-0827,1
Rainbow Market,969 Rogers St,"Toledo, OH 43605",(419) 698-3944,1
Subway,40 American Way,"Monroe, OH 45050",(513) 539-9330,1
Oriental Super Buffet,445 Underwood St,"Zanesville, OH 43701",(740) 588-9898,1
Little Dragons Chinese Restaurant,1508 Morse Rd,"Columbus, OH 43229",(614) 846-9114,1
Russia Inn,101 E Main St,"Russia, OH 45363",(937) 827-0052,1
Marianne's Food Station,East Main Street,"Belle Valley, OH 43717",(740) 732-2805,1
Subway,1 N Franklin St,"Richwood, OH 43344",(740) 943-5155,1
Wendy's,4037 Mayfield Rd,"South Euclid, OH 44121",(216) 291-4242,1
Rustic Cafe,107 E 2nd St,"Delphos, OH 45833",(419) 692-7976,1
Szechuan Garden,3261 W Siebenthaler Ave,"Dayton, OH 45406",(937) 567-1800,1
Martino's On Vine,2618 Short Vine St,"Cincinnati, OH 45219",(513) 221-8487,1
Arby's,5160 Ridge Rd,"Cleveland, OH 44129",(216) 398-0373,1
Charlie's,12467 Airport Hwy,"Swanton, OH 43558",(419) 825-2076,1
McDonald's,540 Beall Ave,"Wooster, OH 44691",(330) 262-3686,1
Corner Pizza,793 N State Route 729,"Sabina, OH 45169",(937) 584-2567,1
Winking Lizard Tavern,511 E Aurora Rd,"Macedonia, OH 44056",(330) 467-6200,1
Blutos Sports Bar & Grill,33 E Seminary St,"Norwalk, OH 44857",(419) 668-8862,1
China House,4031 S Main St,"Akron, OH 44319",(330) 644-8288,1
Nick's Pizza,349 Main St,"Wellsville, OH 43968",(330) 532-3811,1
Main Moon,4439 Kent Rd,"Stow, OH 44224",(330) 673-3888,1
Farinacci Pizza,9385 Olde 8 Rd,"Northfield, OH 44067",(330) 467-7919,1
Scoundrels,826 Front St,"Berea, OH 44017",(440) 234-3455,2
The Farm,1247 State Route 150,"Adena, OH 43901",(740) 769-2050,1
Brew Daddy's Pub & Grill,26906 Cook Rd,"Olmsted Twp, OH 44138",(440) 235-1338,1
Red & Ruth's Tavern,101 S Main St,"Palestine, OH 45352",(937) 548-7454,1
Minelli's Pizza,1189 N Wilson Rd,"Columbus, OH 43204",(614) 279-3344,1
Fort Shawnee Diner & Dairy Bar,1974 Us Highway 52,"Stout, OH 45684",(740) 858-6400,1
Little Caesars Pizza,3004 Broadway,"Lorain, OH 44055",(440) 244-3332,1
Beans-n-Cream,65 N Main St,"Cedarville, OH 45314",(937) 766-2120,1
Dino's Pub & Pizza,2477 E Dublin Granville Rd,"Columbus, OH 43229",(614) 890-5030,1
O Connor Club,20 E Duncan St,"Columbus, OH 43202",(614) 447-9173,1
Burger King,7998 Leavitt Rd,"Amherst, OH 44001",(440) 986-2018,1
Dairy Queen (Treat),6033 E Market St,"Warren, OH 44484",(330) 609-5070,1
Dancing Wasabi,1018 Delta Ave,"Cincinnati, OH 45208",(513) 533-9218,1
Burger King,2808 S Hamilton Rd,"Columbus, OH 43232",(614) 864-1031,1
Casa Barron Mexican Restaurant,209 Louisiana Ave,"Perrysburg, OH 43551",(419) 874-5361,1
Subway,3008 Madison Rd,"Cincinnati, OH 45209",(513) 731-5575,1
Boston Market,2741 E Main St,"Columbus, OH 43209",(614) 237-5015,1
Fazoli's,5230 Cobblegate Blvd,"Moraine, OH 45439",(937) 299-3457,1
Memphis Eatary,6212 Memphis Ave,"Cleveland, OH 44144",(216) 398-8890,1
Blue Ash Chili,9565 Kenwood Rd,"Cincinnati, OH 45242",(513) 984-6107,1
Chris Restaurant,2812 W Erie Ave,"Lorain, OH 44053",(440) 245-5822,1
Brownie Points Inc.,5712 Westbourne Ave,"Columbus, OH 43213",(614) 860-8470,1
Taco Bell,1234 E Ash St,"Piqua, OH 45356",(937) 773-8089,1
Ohio Brewing Company,222 S Main St,"Akron, OH 44308",(330) 376-3008,1
Andrea's Sports Pub,3338 W Alexis Rd,"Toledo, OH 43623",(419) 473-9535,1
Skeeto's Pizza,3449 State Route 141,"Ironton, OH 45638",(740) 532-6033,1
Acapulco Mexican Restaurant,88 Xenia Towne Sq,"Xenia, OH 45385",(937) 374-0582,1
Taco Bell,1233 Hill Rd N,"Pickerington, OH 43147",(614) 755-4711,1
First Watch Restaurant,496 S High St,"Columbus, OH 43215",(614) 228-7554,1
Pizza Dock,92 S Main St,"Fredericktown, OH 43019",(740) 694-1555,1
Wendy's,321 Beall Ave,"Wooster, OH 44691",(330) 262-4777,1
Domino's Pizza,627 Claremont Ave,"Ashland, OH 44805",(419) 289-0030,1
Chipotle Mexican Grill,1298 W 5th Ave,"Grandview Heights, OH 43212",(614) 481-0105,1
Mi Pueblo Taqueria,12207 Lorain Ave,"Cleveland, OH 44111",(216) 671-6661,1
Avon Lake Liquor & Carryout,33501 Lake Rd,"Avon Lake, OH 44012",(440) 933-3216,1
Sally's Kitchen,2917 Linden Ave,"Dayton, OH 45410",(937) 253-1248,1
Village Cafe,5320 S Dixie Hwy,"Cridersville, OH 45806",(419) 645-4042,1
Subway,580 McAdams Dr,"New Carlisle, OH 45344",(937) 849-0426,1
Fairgrounds Pizza,3161 Harding Hwy,"Lima, OH 45804",(419) 222-7009,1
Iggy's,13405 Madison Ave,"Lakewood, OH 44107",(216) 472-4449,1
Lone Tree Tavern,33009 Lorain Rd,"North Ridgeville, OH 44039",(440) 309-4978,1
LongHorn Steakhouse,1921 W Dorothy Ln,"Moraine, OH 45439",(937) 293-2700,1
Dairy Queen,561 N Main St,"Marion, OH 43302",(740) 382-3838,1
Amar India Restaurant,2751 Miamisburg Centerville Rd,"Dayton, OH 45459",(937) 439-9005,1
SOL Pie Pizza,3159 Whitewood St NW,"North Canton, OH 44720",(330) 494-3131,1
Golden Corral Restaurants,4394 Glen Este Withamsville Rd,"Cincinnati, OH 45245",(513) 943-3700,1
Price Hill Chili,4920 Glenway Ave,"Cincinnati, OH 45238",(513) 471-9507,1
Young's Restaurant,2744 Manchester Rd,"Coventry Township, OH 44319",(330) 745-6116,1
Ianazone's Homemade Pizza,7271 West Blvd,"Youngstown, OH 44512",(330) 729-9600,1
Hunan Coventry,1800 Coventry Rd,"Cleveland Heights, OH 44118",(216) 371-0777,1
Burger King,3196 Manchester Rd,"Coventry Township, OH 44319",(330) 644-8688,1
Hambden Country Inn,13960 Rock Creek Rd,"Chardon, OH 44024",(440) 286-6661,1
La Roe's Restaurant,24138 Front St,"Grand Rapids, OH 43522",(419) 832-3082,1
Village Coffee Company,132 Broadway E,"Granville, OH 43023",(740) 587-4940,1
Applebee's,3296 Elida Rd,"Lima, OH 45805",(419) 331-8502,1
K 2U Bar & Grill,641 N High St,"Columbus, OH 43215",(614) 461-4766,1
Wendy's,14944 Pearl Rd,"Strongsville, OH 44136",(440) 238-6690,1
Le Petit Gourmet,6546 Weatherfield Ct,"Maumee, OH 43537",(419) 866-6343,1
Papa Johns Pizza,6058 Broadview Rd,"Parma, OH 44134",(216) 398-1969,1
Popeyes Louisiana Kitchen,3796 Salem Ave,"Dayton, OH 45406",(937) 723-6295,1
Mike's Pizza,15 Wright St,"Ashville, OH 43103",(740) 983-2352,1
Rootie's,3609 Harrison Ave,"Cincinnati, OH 45211",(513) 481-0200,1
Paul Revere Family Restaurant,57 State Route 97,"Mansfield, OH 44904",(419) 884-1811,1
Valley Cafe,14 Robinson Rd,"Campbell, OH 44405",(330) 755-5531,1
Arby's,1444 4th St NW,"New Philadelphia, OH 44663",(330) 343-8408,1
Wok of the Falls,8185 Columbia Rd,"Olmsted Falls, OH 44138",(440) 235-6655,1
McDonald's,2841 Bishop Rd,"Willoughby Hills, OH 44092",(440) 944-2224,1
Chung Chinese Restaurant,2020 North Rd SE,"Warren, OH 44484",(330) 652-7277,1
Steak 'n Shake,914 Zane St,"Zanesville, OH 43701",(740) 588-9015,1
Blind Lemon,936 Hatch St,"Cincinnati, OH 45202",(513) 241-3885,1
Sumburger Restaurant,1487 N Bridge St,"Chillicothe, OH 45601",(740) 772-1055,1
Taco Bell,342 Pike St,"Marietta, OH 45750",(740) 373-9124,1
Ned Peppers Bar,419 E 5th St,"Dayton, OH 45402",(937) 224-4888,1
El Papa's,209 S Wooster Ave,"Dover, OH 44622",(330) 343-2874,1
Jnb's Pizza,6621 Outville Rd SW,"Pataskala, OH 43062",(740) 964-1223,1
End Zone Sports Lounge,601 E Broadway St,"Covington, OH 45318",(937) 473-2433,1
China Club,1217 Park Ave W,"Mansfield, OH 44906",(419) 529-2080,1
Main Moon Chinese Restaurant,200 E 2nd St,"Salem, OH 44460",(330) 337-8338,1
Green Camp Dairy Bar,210 Marion St,"Green Camp, OH 43322",(740) 528-2302,1
Chipotle Mexican Grill,1385 Conant St,"Maumee, OH 43537",(419) 482-9027,1
Bob Evans Restaurant,7115 Far Hills Ave,"Dayton, OH 45459",(937) 434-1366,1
Ranchers Roast Beef,2353 S Dayton Lakeview Rd,"New Carlisle, OH 45344",(937) 849-0028,1
McDonald's,775 W Central Ave,"Springboro, OH 45066",(937) 746-1777,1
Michelle's Cafe,548 N Center St,"Lagrange, OH 44050",(440) 355-6102,1
Biggie's Coast to Coast,116 N Main St,"Columbus Grove, OH 45830",(419) 641-6111,1
Japan West,406 S Main St,"Findlay, OH 45840",(419) 424-1007,1
Yogi's Hoagies,1274 Morse Rd,"Columbus, OH 43229",(614) 846-1010,1
Taco Bell,615 S West St Ste B,"Piketon, OH 45661",(740) 289-1054,1
Gourmet Kitchen,1002 Kenmore Blvd,"Akron, OH 44314",(330) 745-8508,1
Park Tavern,12897 Royalton Rd,"North Royalton, OH 44133",(440) 230-7275,1
Panini Grill,1290 W 6th St,"Cleveland, OH 44113",(216) 523-7070,1
Subway,2241 Crowne Point Dr Ste 800,"Cincinnati, OH 45241",(513) 772-7250,1
Pepitos Mexican Restaurant,3618 Wilmington Pike,"Dayton, OH 45429",(937) 293-3777,1
The Coffee House at University Circle,11300 Juniper Rd,"Cleveland, OH 44106",(216) 791-0300,1
Shifty's,122 S Washington St,"Circleville, OH 43113",(740) 420-9835,1
Chick-fil-A,9611 Mentor Ave,"Mentor, OH 44060",(440) 354-2924,1
S R Restaurant Corp,2064 Euclid Ave,"Cleveland, OH 44115",(216) 781-4151,1
T.G.I. Friday's,7777 Troy Pike,"Dayton, OH 45424",(937) 236-3200,1
Arby's,24191 Us Highway 23 S,"Circleville, OH 43113",(740) 420-3240,1
Gatsby's Bar & Grille,151 N Hamilton Rd,"Columbus, OH 43230",(614) 476-0088,1
Dakota's Roadhouse,589 Harry Sauner Rd,"Hillsboro, OH 45133",(937) 393-5300,1
Domino's Pizza,1645 Maysville Ave,"Zanesville, OH 43701",(740) 455-3161,1
Salmon Run,400 Sawmill Creek Dr W,"Huron, OH 44839",(419) 433-3800,1
Burger King,15933 State Route 170,"East Liverpool, OH 43920",(330) 385-2192,1
El Mariachi,10513 Harrison Ave,"Harrison, OH 45030",(513) 892-6300,1
Russo's,4895 State Rd,"Peninsula, OH 44264",(330) 923-2665,1
Patty's Pizza,7 N Main St,"Mechanicsburg, OH 43044",(937) 834-3973,1
Buffalo Wings & Rings,641 Cincinnati Mills Dr,"Cincinnati, OH 45240",(513) 671-4849,1
Winking Lizard Tavern,10735 Ravenna Rd,"Twinsburg, OH 44087",(330) 425-8555,1
Reverend's Bar & Grill,130 E Wooster St,"Bowling Green, OH 43402",(419) 352-0400,1
Arby's,1580 N Memorial Dr,"Lancaster, OH 43130",(740) 653-7996,1
Mr. Hero,4918 Memphis Ave,"Cleveland, OH 44144",(216) 741-4100,1
Subway,1814 Woodman Dr,"Dayton, OH 45420",(937) 256-7784,1
New China,2921 Linden Ave,"Dayton, OH 45410",(937) 256-8800,1
Ottawa Highland Lanes,1895 E 4th St,"Ottawa, OH 45875",(419) 523-6445,1
Subway,1300 Clark St,"Cambridge, OH 43725",(740) 439-2821,1
Generations Pizzeria,100 Lowes Dr,"Wilmington, OH 45177",(937) 382-3845,1
Stop 42,67 Lake St,"Delaware, OH 43015",(740) 417-3969,1
Skyline Chili,1530 Cross Creeks Blvd,"Pickerington, OH 43147",(614) 856-9515,1
Plum Brook Country Club,3712 Galloway Rd,"Sandusky, OH 44870",(419) 625-5394,1
Piccadilly Parlour Victorian Tea Room,114 S Broad St,"Canfield, OH 44406",(330) 533-4749,1
Rusty Bucket Restaurant and Tavern,1635 W Lane Ave,"Upper Arlington, OH 43221",(614) 485-2303,1
East of Chicago Pizza,56 Stower Ln,"Norwalk, OH 44857",(419) 663-0808,1
Wendy's,32 N Brookwood Ave,"Hamilton, OH 45013",(513) 863-8122,1
Tony Packo's Cafe,5827 Monroe St,"Sylvania, OH 43560",(419) 885-4500,1
Marechi Mexican Restaurant Inc,4740 E Main St,"Columbus, OH 43213",(614) 868-1669,1
Dave's Cosmic Subs,186 N Main St,"Hudson, OH 44236",(330) 342-5666,1
Skyline Chili,110 North Point Drive,"Mount Orab, OH 45154",(937) 444-0203,1
Panera Bread,1203 Brown St,"Dayton, OH 45409",(937) 223-6700,1
Burger King,3022 Cleveland Ave NW,"Canton, OH 44709",(330) 492-4052,1
China Dragon,87 Northfield Rd,"Bedford, OH 44146",(440) 232-5911,1
Quaker Steak & Lube,4900 Transportation Dr,"Sheffield Village, OH 44054",(440) 934-9464,1
Penn Station East Coast Subs,10701 Harrison Ave,"Harrison, OH 45030",(513) 367-7004,1
Lenny's Sub Shop,8215 N High St,"Columbus, OH 43235",(614) 430-9920,1
Carol's Speakeasy Lounge,4440 S Dixie Hwy,"Franklin, OH 45005",(513) 424-9243,1
Grandma's Backyard BBQ,610 S Fostoria Rd,"Port Clinton, OH 43452",(419) 734-7471,1
Steel's Beverage & Deli,1248 High St,"Fairport Harbor, OH 44077",(440) 358-0094,1
Fins & Feathers,3200 Woodburn Ave,"Cincinnati, OH 45207",(513) 751-3431,1
Subway,11351 Buckeye Rd,"Cleveland, OH 44104",(216) 791-9114,1
Dairy Queen Grill & Chill,4009 State Route 14,"Rootstown, OH 44272",(330) 325-1314,1
Geppetto's Pizza,4967 Dover Center Rd,"North Olmsted, OH 44070",(440) 734-5800,1
Sonny's All Blues Cafe & Lounge,4040 Reading Rd,"Cincinnati, OH 45229",(513) 281-0410,1
Sonic Drive-In,695 S 30th St,"Heath, OH 43056",(740) 522-0777,1
Kay's Place,5552 State Route 193,"Kingsville, OH 44048",(440) 224-2104,1
Subway,107 S High St,"Columbus, OH 43215",(614) 461-7827,1
Club Trio,5744 Springdale Rd,"Cincinnati, OH 45247",(513) 385-1005,1
Red Circle Bar & Lanes,6056 State Rd,"Parma, OH 44134",(440) 886-0220,1
LongHorn Steakhouse,6035 Blazer Pkwy,"Dublin, OH 43017",(614) 760-5560,1
McDonald's,11420 Buckeye Rd,"Cleveland, OH 44104",(216) 229-8505,1
Arby's,2219 Mentor Ave,"Painesville, OH 44077",(440) 354-8392,1
Bier Stube,1479 N High St,"Columbus, OH 43201",(614) 299-5467,1
Henke Winery,3077 Harrison Ave,"Cincinnati, OH 45211",(513) 662-9463,1
Applebee's,4191 Rockside Rd,"Seven Hills, OH 44131",(216) 328-0376,1
Gold Star Chili,1048 Old Us Highway 52,"New Richmond, OH 45157",(513) 553-2536,1
McDonald's,1645 N Detroit St,"Xenia, OH 45385",(937) 374-0103,1
Papa Joe's Pizza,6784 Refugee Rd,"Canal Winchester, OH 43110",(614) 920-9710,1
Sapp Restaurant Enterprises inc.,1055 Polaris Pkwy,"Columbus, OH 43240",(614) 842-4700,1
Pizza Hut,34165 Aurora Rd,"Solon, OH 44139",(440) 349-3313,1
Pandrones Pizza West,3784 Allentown Rd,"Lima, OH 45807",(419) 331-3111,1
Razzle's,27128 Bagley Rd,"Olmsted Twp, OH 44138",(440) 235-3663,1
Boston's Bistro & Pub,7500 N Main St,"Dayton, OH 45415",(937) 461-1002,1
Pizza Hut,6625 Dixie Hwy,"Fairfield, OH 45014",(513) 860-0100,1
Kam Wah 28 Chinese Restaurant,1432 N Shoop Ave,"Wauseon, OH 43567",(419) 335-1955,1
Wendy's,1880 E Dorothy Ln,"Dayton, OH 45429",(937) 502-4270,1
Brass Pelican On the River,132 Main St,"Huron, OH 44839",(419) 433-5555,1
Westerview Plaza Pizza,30 Westerview Dr,"Westerville, OH 43081",(614) 882-9494,1
Nate & Wally's Fish Bowl,149 E Wooster St,"Bowling Green, OH 43402",(419) 353-3209,1
La Casa Di Pizza Inc,1268 Research Rd,"Columbus, OH 43230",(614) 759-9911,1
Millie's Restaurant,39239 Bradbury Rd,"Middleport, OH 45760",(740) 992-7713,1
The Seattle Cafe,400 Mill Ave SE Ste 705,"New Philadelphia, OH 44663",(330) 339-9030,1
Burger King,1205 W Hunter St,"Logan, OH 43138",(740) 380-1431,1
Speed Zone Carryout,1983 Bellbrook Ave,"Xenia, OH 45385",(937) 376-1200,1
Bob Evans Restaurant,103 County Road 406,"South Point, OH 45680",(740) 894-4412,1
The Varsity Grille,451 Portland Way N,"Galion, OH 44833",(419) 462-2770,1
Subway,680 N Main St,"Springboro, OH 45066",(937) 748-6885,1
Releaf Sports Bar,5963 Cheviot Rd,"Cincinnati, OH 45247",(513) 385-5323,1
Christie's Candies & Mints,2002 Glendale Ave,"Toledo, OH 43614",(419) 382-7313,1
McDonald's,101 E Chestnut St,"Coshocton, OH 43812",(740) 622-4300,1
Cracker Barrel Old Country Store,1395 Ford St,"Maumee, OH 43537",(419) 482-6096,1
Puerto Vallarta,869 Hebron Rd,"Newark, OH 43056",(740) 522-0730,1
B & E Pizza,333 E Blagrove St,"Richwood, OH 43344",(740) 943-5750,1
Pirate's Pizza,78 Front St NW,"Malta, OH 43758",(740) 962-9058,1
Starbucks Coffee,19555 Detroit Rd,"Rocky River, OH 44116",(440) 356-1760,1
McDonald's,10020 Avon Lake Rd,"Burbank, OH 44214",(330) 948-0104,1
Romeo's Pizza,1663 Pearl Rd,"Brunswick, OH 44212",(330) 558-0058,1
Long John Silver's - CLOSED,123 Raff Rd SW,"Canton, OH 44710",(330) 477-3965,1
Subway,10392 Fremont Pike,"Perrysburg, OH 43551",(419) 874-4260,1
Burger King,2348 E Wheeling Ave,"Cambridge, OH 43725",(740) 432-1837,1
Arby's,1215 E Columbus St,"Kenton, OH 43326",(419) 674-4100,1
Dairy Queen,160 S High St,"Cortland, OH 44410",(330) 638-1557,1
T & A Bar & Grill,801 Foster Ave,"Elyria, OH 44035",(440) 322-6773,1
Pizza Hut,3425 Secor Rd,"Toledo, OH 43606",(419) 536-3336,1
Papa Johns Pizza,540 Wilmington Ave,"Dayton, OH 45420",(937) 254-7272,1
Carfagna's Kitchen,2025 Polaris Pkwy,"Columbus, OH 43240",(614) 848-4488,1
Lucca Restaurant,228 4th St NW,"Canton, OH 44702",(330) 456-2534,1
Subway,6494 Brecksville Rd,"Independence, OH 44131",(216) 524-1589,1
Wendy's,2061 E Dublin Granville Rd,"Columbus, OH 43229",(614) 846-1799,1
Chick-fil-A,8787 Sancus Blvd,"Columbus, OH 43240",(614) 888-8787,1
Subway,33382 Walker Rd,"Avon Lake, OH 44012",(440) 930-2727,1
Rafaels Dinner Solutions Pers,3496 Westerville Woods Dr,"Columbus, OH 43231",(614) 323-9846,1
Good Times Cafe,3303 E 55th St,"Cleveland, OH 44127",(216) 883-9166,1
Wok of China,5030 Glencrossing Way,"Cincinnati, OH 45238",(513) 922-2288,1
Taqueria El Comal,747 High St,"Hamilton, OH 45011",(513) 895-5800,1
Penn Station East Coast Subs,2075 N Bechtle Ave,"Springfield, OH 45504",(937) 390-9520,1
Giovanni's of Sciotoville,315 Harding Ave,"Portsmouth, OH 45662",(740) 776-2191,1
Ristorante Italiano,3614 Euclid Ave,"Cleveland, OH 44115",(216) 361-3535,1
Wendy's,29778 Detroit Rd,"Westlake, OH 44145",(440) 640-8202,1
C J's Family Restaurant,1920 Main St,"Stockport, OH 43787",(740) 559-3966,1
Dunkin',8000 Beechmont Ave,"Cincinnati, OH 45255",(513) 474-8400,1
Peking Kitchen,12 E Bancroft St Ste 101,"Toledo, OH 43620",(419) 243-3770,1
McDonald's,101 Grand Lake Rd,"Celina, OH 45822",(419) 586-1848,1
Los Portales,5230 Beechmont Ave,"Cincinnati, OH 45230",(513) 231-2300,1
KFC - Closed,1245 Pearl Rd,"Brunswick, OH 44212",(330) 225-6577,1
Bar Shannon,175 16th St NW,"Barberton, OH 44203",(330) 825-5538,1
Hang Yuen Kitchen,1664 N Main St,"North Canton, OH 44720",(330) 499-2668,1
The Galley,203 2nd St,"Marietta, OH 45750",(740) 374-8278,1
Brother's Pizza Restaurant In Champion,187 Folsom St NW,"Warren, OH 44483",(330) 847-7900,1
Penn Station East Coast Subs,5401 Dixie Hwy,"Fairfield, OH 45014",(513) 829-8800,1
China Delight,29336 Lorain Rd,"North Olmsted, OH 44070",(440) 801-9888,1
County Line Carry Out,130 State Route 124,"Latham, OH 45646",(937) 588-4911,1
Papa Joe's Submarines,29131 Euclid Ave,"Wickliffe, OH 44092",(440) 944-7644,1
Crossroads Pizza,218 High St NW,"Carrollton, OH 44615",(330) 627-7100,1
Kam Wah Restaurant,105 S 3rd St,"Waterville, OH 43566",(419) 878-9517,1
Angelo's Pizzeria,4169 Tallmadge Rd,"Rootstown, OH 44272",(330) 325-8100,1
Mr. Hero,5846 State Rd,"Cleveland, OH 44134",(440) 842-6575,1
Go Play Cafe,836 Reading Rd,"Mason, OH 45040",(513) 770-0710,1
Subway,503 W Hunter St,"Logan, OH 43138",(740) 385-1194,1
Subway,1201 N Barron St,"Eaton, OH 45320",(937) 456-9484,1
Drummies Pizzaria,51 N Liberty St,"Alexandria, OH 43001",(740) 924-2095,1
Arby's,4321 Mahoning Ave NW,"Warren, OH 44483",(330) 847-9649,1
Fortune Garden,4245 Belmont Ave,"Youngstown, OH 44505",(330) 759-9166,1
Georgio's Oven Fresh Pizza Co,3732 Pearl Rd,"Cleveland, OH 44109",(216) 398-7900,1
Rockets Grub & Pub,128 N Michigan Ave,"Edgerton, OH 43517",(419) 298-2600,1
Tokyo Japanese Steakhouse,1800 Tiffin Ave,"Findlay, OH 45840",(419) 420-8881,1
The Roosevelt,3175 Union St,"Bellaire, OH 43906",(740) 676-9015,1
Jac & Do's Pizza,283 S Washington St,"Tiffin, OH 44883",(419) 447-0196,1
Swensons Drive-In,4466 Kent Rd,"Stow, OH 44224",(330) 678-7775,1
Co Wei Shu Wang,1403 Lincoln Ave,"Brunswick, OH 44212",(330) 225-3164,1
Victoria's Deli & Restaurant,6779 Ames Rd,"Cleveland, OH 44129",(440) 845-8922,1
UFO Inc,324 Earlington Cir,"Tallmadge, OH 44278",(330) 634-1333,1
Red Chimney,6501 Fleet Ave,"Cleveland, OH 44105",(216) 441-0053,1
Sonnets Cafe,117 College St,"Wadsworth, OH 44281",(330) 336-5557,1
Kfc,407 N Leavitt Rd,"Amherst, OH 44001",(440) 985-1372,1
Rudy's Bar & Grill,5665 Liberty Ave.,"Vermilion, OH 44089",(440) 967-4534,1
David's Deli,1111 Superior Ave E,"Cleveland, OH 44114",(216) 696-2266,1
Denny's - Closed,1050 Mount Vernon Ave,"Marion, OH 43302",(740) 389-2515,1
Taco Bell,6140 Sunbury Rd,"Westerville, OH 43082",(614) 895-0550,1
Snak Shak,305 Solida Rd,"South Point, OH 45680",(740) 377-4630,1
Arby's,8031 Montgomery Rd,"Cincinnati, OH 45236",(513) 791-2727,1
Continental Cuisine,55 Ghent Rd,"Fairlawn, OH 44333",(330) 864-1777,1
Peking,2815 Cleveland Ave S,"Canton, OH 44707",(330) 484-3831,1
Bob Evans Restaurant,2449 Gilchrist Rd,"Akron, OH 44305",(330) 784-4421,1
Froggy's,11065 County Road 293  Turkeyfoot Point Indian Lake,"Lakeview, OH 43331",(937) 842-5580,1
Hau Po,14 S Chestnut St,"Jefferson, OH 44047",(440) 576-3138,1
American Food & Drink Ctr,44 N High St,"Columbus, OH 43215",(614) 221-7222,1
Max & Erma's,7890 Mentor Ave,"Mentor, OH 44060",(440) 205-9994,1
Taylor's,146 Portland Way N,"Galion, OH 44833",(419) 468-2833,1
Peddler Lounge,3977 Jackpot Rd,"Grove City, OH 43123",(614) 539-1865,1
J S Carry Out,6418 Spain St,"Mingo, OH 43047",(937) 652-3225,1
Arby's,10365 Reading Rd,"Cincinnati, OH 45241",(513) 563-7303,1
McDonald's,60 S Market St,"East Palestine, OH 44413",(330) 426-1117,1
Italiano's Pizzaria,10714 Main St,"Mantua, OH 44255",(330) 274-3152,1
Carrabba's Italian Grill,3405 Briarfield Blvd,"Maumee, OH 43537",(419) 861-2200,1
Miller's Cafe,233 E Spring St,"Saint Marys, OH 45885",(419) 394-3670,1
Taylor's Diner,700 W Liberty St,"Medina, OH 44256",(330) 721-8537,1
Sylvia's Restaurant,2340 Maitland Ave,"Cuyahoga Falls, OH 44223",(330) 929-9393,1
Golden China Express,2193 Stringtown Rd,"Grove City, OH 43123",(614) 871-8208,1
